work_id	workno	score	matched_field
2225	RJ268893	1.00	ja
2228	VJ009035	1.00	ja
2229	VJ011726	1.00	ja
2234	RJ426948	1.00	ja
2235	VJ005183	1.00	ja
2236	VJ006254	1.00	alias
2238	RJ159877	1.00	ja
2240	VJ010588	1.00	ja
2241	VJ008185	1.00	ja
2243	RJ091388	1.00	ja
2245	VJ004370	0.87	ja
2248	RJ164037	1.00	ja
2249	RJ315204	1.00	ja
2250	VJ013223	1.00	ja
2251	RJ096364	1.00	alias
2252	VJ006462	1.00	ja
2253	RJ172534	1.00	ja
2254	VJ007336	1.00	ja
2256	VJ006759	1.00	ja
2257	VJ012893	1.00	ja
2258	VJ014783	1.00	ja
2259	VJ009829	1.00	ja
2260	VJ012252	1.00	ja
2261	VJ011560	1.00	ja
2264	VJ008301	1.00	ja
2265	VJ010850	1.00	ja
2266	RJ247829	1.00	ja
2268	VJ015453	1.00	ja
2269	VJ014882	1.00	ja
2271	VJ008957	1.00	ja
2272	VJ010992	1.00	ja
2273	VJ009830	1.00	ja
2278	RJ134347	1.00	ja
2280	VJ012675	1.00	ja
2281	VJ005686	1.00	ja
2283	VJ008230	1.00	ja
2284	VJ011181	1.00	ja
2285	RJ250899	1.00	ja
2286	RJ273017	1.00	ja
2293	VJ009526	1.00	ja
2295	VJ011132	1.00	ja
2296	VJ008936	1.00	ja
2302	VJ007582	1.00	en
2304	RJ138693	1.00	ja
2305	VJ011107	1.00	ja
2306	VJ008068	1.00	ja
2307	VJ008244	1.00	ja
2308	VJ007739	1.00	ja
2311	VJ005234	1.00	ja
2313	VJ011572	1.00	ja
2314	VJ005964	1.00	ja
2315	VJ008385	1.00	ja
2316	VJ012230	1.00	ja
2317	VJ002823	1.00	ja
2320	VJ010060	1.00	ja
2321	VJ004298	1.00	ja
2323	VJ013956	1.00	ja
2325	RJ415272	1.00	ja
2326	RJ004544	1.00	ja
2328	VJ008984	1.00	ja
2330	VJ010851	1.00	ja
2333	RJ291643	1.00	ja
2334	VJ009623	1.00	ja
2335	VJ013969	1.00	ja
2336	VJ007473	1.00	ja
2337	VJ007934	1.00	ja
2338	VJ013361	1.00	ja
2340	VJ005618	1.00	ja
2341	VJ010316	1.00	ja
2342	VJ011827	1.00	ja
2344	VJ010661	1.00	ja
2346	RJ124882	1.00	ja
2347	RJ142715	1.00	ja
2348	RJ093698	1.00	ja
2349	RJ161509	1.00	ja
2351	VJ011712	1.00	ja
2353	RJ177172	1.00	ja
2354	VJ008150	1.00	ja
2356	VJ013787	1.00	ja
2357	VJ013788	1.00	ja
2360	VJ007546	1.00	en
2362	VJ013487	1.00	ja
2363	RJ155836	1.00	ja
2364	VJ015737	1.00	ja
2366	RJ096641	1.00	ja
2370	VJ010926	1.00	ja
2373	RJ180940	1.00	en
2374	RJ214946	1.00	en
2376	VJ013363	1.00	ja
2378	VJ010313	1.00	ja
2379	VJ013226	1.00	ja
2380	VJ007092	1.00	ja
2383	RJ130997	1.00	ja
2385	VJ010294	1.00	ja
2386	VJ007564	1.00	ja
2387	VJ013076	1.00	ja
2389	RJ086631	1.00	ja
2390	VJ012587	1.00	ja
2391	RJ01097460	1.00	ja
2392	VJ010386	1.00	ja
2394	VJ009452	1.00	ja
2395	VJ009036	1.00	ja
2396	RJ110629	1.00	ja
2398	VJ015354	1.00	ja
2399	RJ111899	1.00	ja
2400	RJ161810	1.00	ja
2404	RJ166125	1.00	ja
2405	VJ013644	1.00	ja
2406	VJ006804	1.00	ja
2407	VJ007447	1.00	ja
2409	VJ007738	1.00	ja
2412	RJ085217	1.00	ja
2413	RJ435672	1.00	ja
2414	RJ203143	1.00	ja
2417	VJ012970	1.00	ja
2418	RJ01104618	1.00	ja
2419	VJ006873	1.00	ja
2425	VJ008695	1.00	ja
2426	RJ304660	1.00	ja
2428	RJ286753	1.00	ja
2429	VJ008326	1.00	ja
2437	VJ007272	1.00	ja
2440	RJ290854	1.00	ja
2441	VJ006750	1.00	ja
2443	RJ089706	1.00	ja
2448	VJ006857	1.00	ja
2450	VJ005960	0.90	ja
2451	VJ004544	1.00	ja
2452	VJ011366	1.00	ja
2453	VJ008395	1.00	ja
2454	RJ124952	1.00	ja
2455	RJ137561	1.00	ja
2456	RJ01079137	1.00	ja
2457	RJ316624	1.00	ja
2459	VJ006194	1.00	ja
2460	VJ005184	1.00	ja
2462	VJ009070	1.00	ja
2464	VJ008115	1.00	ja
2466	RJ102086	1.00	ja
2467	RJ153048	1.00	ja
2468	RJ304662	1.00	ja
2469	VJ010308	1.00	ja
2471	VJ002244	1.00	ja
2472	VJ003488	1.00	ja
2473	VJ009278	1.00	ja
2477	RJ244828	1.00	ja
2478	VJ014642	1.00	ja
2481	VJ009445	1.00	ja
2483	RJ114493	1.00	ja
2484	RJ01279330	1.00	ja
2485	VJ008517	1.00	ja
2486	VJ013789	1.00	ja
2487	VJ004569	0.67	alias
2488	RJ352848	1.00	ja
2491	VJ005874	1.00	ja
2492	VJ004473	1.00	ja
2493	RJ241853	1.00	ja
2495	RJ327292	1.00	ja
2496	VJ011217	1.00	ja
2497	VJ006427	1.00	ja
2498	VJ013104	1.00	ja
2502	VJ007871	1.00	ja
2503	VJ008003	1.00	ja
2505	VJ012335	1.00	ja
2506	VJ013726	1.00	ja
2508	VJ014958	1.00	ja
2512	VJ010844	1.00	ja
2513	RJ365031	1.00	ja
2519	VJ006327	1.00	ja
2520	RJ265100	1.00	ja
2522	VJ010083	1.00	en
2523	VJ011543	1.00	en
2525	RJ01095944	1.00	ja
2526	RJ292818	1.00	ja
2527	RJ01326398	1.00	ja
2528	VJ013364	1.00	ja
2529	RJ259033	1.00	ja
2532	RJ01356568	1.00	ja
2534	VJ001584	1.00	ja
2535	RJ108459	1.00	en
2536	VJ004768	1.00	ja
2541	VJ009565	1.00	ja
2542	RJ240620	1.00	ja
2548	VJ012106	1.00	ja
2549	VJ010187	1.00	ja
2550	VJ003801	1.00	en
2552	VJ008264	1.00	ja
2555	RJ173284	1.00	ja
2559	RJ144963	1.00	ja
2561	RJ233212	1.00	ja
2562	RJ042036	1.00	alias
2563	RJ109012	1.00	alias
2564	RJ132987	1.00	alias
2565	RJ162925	1.00	ja
2567	RJ293627	1.00	ja
2568	RJ244826	1.00	ja
2569	VJ009069	1.00	ja
2572	VJ008991	1.00	ja
2573	VJ010808	1.00	ja
2574	VJ015134	1.00	ja
2576	RJ132065	1.00	ja
2577	RJ229653	1.00	ja
2579	VJ010055	1.00	ja
2581	RJ229654	1.00	ja
2582	VJ009548	1.00	ja
2585	VJ009775	1.00	ja
2587	RJ081000	1.00	ja
2588	RJ01356482	1.00	ja
2591	RJ068375	1.00	ja
2593	RJ059004	1.00	ja
2594	RJ317017	1.00	ja
2599	VJ010847	1.00	ja
2602	RJ165050	1.00	ja
2605	VJ012518	1.00	ja
2609	RJ182003	1.00	ja
2612	RJ155822	1.00	ja
2617	RJ01050320	1.00	ja
2618	VJ009987	1.00	ja
2620	RJ01049094	1.00	ja
2621	VJ007108	1.00	ja
2622	RJ322248	1.00	ja
2623	RJ038471	1.00	ja
2625	RJ129308	1.00	ja
2628	VJ008022	1.00	ja
2629	VJ011307	1.00	ja
2630	VJ008485	1.00	ja
2632	RJ173283	1.00	ja
2633	RJ218630	1.00	ja
2634	RJ141577	1.00	ja
2635	VJ013207	1.00	ja
2637	RJ141894	1.00	ja
2638	VJ014377	1.00	ja
2640	VJ012751	1.00	ja
2641	VJ013631	1.00	ja
2642	RJ162255	1.00	ja
2643	VJ015042	1.00	ja
2644	RJ01059372	1.00	ja
2645	VJ009052	1.00	ja
2646	RJ133020	1.00	ja
2647	RJ164241	1.00	ja
2648	VJ013645	1.00	ja
2650	VJ011055	1.00	ja
2651	VJ012834	1.00	ja
2652	RJ138261	1.00	ja
2653	RJ01091982	1.00	ja
2654	RJ249406	1.00	ja
2655	VJ008300	1.00	en
2657	VJ006484	1.00	en
2658	VJ012384	1.00	ja
2659	RJ179494	1.00	ja
2660	RJ183051	1.00	ja
2661	VJ001779	1.00	ja
2664	RJ190834	1.00	ja
2666	RJ088072	1.00	ja
2673	VJ009985	1.00	ja
2674	RJ275678	1.00	ja
2675	RJ01011214	1.00	ja
2681	RJ071090	1.00	ja
2683	VJ001714	0.77	alias
2684	VJ008151	1.00	ja
2685	VJ008887	1.00	ja
2686	VJ010147	1.00	ja
2687	VJ010278	1.00	ja
2688	VJ010367	1.00	ja
2689	VJ011897	1.00	ja
2690	VJ012643	1.00	ja
2691	RJ01030254	1.00	ja
2698	RJ249409	1.00	ja
2699	VJ014454	1.00	ja
2710	RJ218379	1.00	ja
2711	VJ011952	1.00	ja
2712	VJ011990	1.00	ja
2713	VJ012323	1.00	ja
2714	VJ012446	1.00	ja
2716	VJ012880	1.00	ja
2717	RJ150381	0.98	ja
2725	VJ007019	1.00	ja
2726	VJ005866	1.00	ja
2727	VJ005931	1.00	ja
2728	VJ006055	1.00	ja
2729	VJ005932	1.00	ja
2730	RJ168013	1.00	ja
2731	RJ017627	1.00	alias
2732	VJ005748	1.00	ja
2733	VJ006782	1.00	ja
2734	VJ007329	1.00	ja
2735	VJ008624	1.00	ja
2736	VJ009875	1.00	ja
2737	VJ009876	1.00	ja
2738	VJ011199	1.00	ja
2739	RJ148820	1.00	ja
2742	VJ012108	1.00	ja
2743	VJ012237	1.00	ja
2744	VJ013224	1.00	ja
2746	RJ112530	1.00	ja
2757	RJ01376875	1.00	ja
2758	RJ212459	1.00	ja
2760	RJ206728	1.00	ja
2762	RJ055320	1.00	ja
2771	RJ249408	1.00	ja
2777	VJ004330	1.00	ja
2778	RJ161461	1.00	ja
2782	VJ009687	1.00	ja
2785	RJ218381	1.00	ja
2791	VJ010320	1.00	ja
2792	VJ002397	0.93	ja
2794	VJ011034	1.00	ja
2795	VJ010141	1.00	ja
2800	RJ187513	1.00	ja
2809	VJ006445	1.00	ja
2811	VJ010905	1.00	ja
2812	VJ006446	1.00	alias
2813	RJ233076	1.00	ja
2814	RJ085620	1.00	ja
2815	RJ229655	1.00	ja
2826	VJ011198	1.00	alias
2831	RJ236737	1.00	ja
2835	RJ123839	1.00	ja
2836	VJ005131	1.00	ja
2842	VJ004426	1.00	ja
2853	VJ004358	1.00	ja
2863	VJ007987	1.00	ja
2865	RJ070365	1.00	ja
2867	VJ009208	1.00	ja
2868	VJ009210	1.00	ja
2881	VJ011291	1.00	ja
2883	VJ009202	1.00	ja
2887	VJ007470	1.00	ja
2889	VJ007518	1.00	ja
2892	RJ184574	1.00	ja
2893	RJ103765	1.00	ja
2894	VJ009203	1.00	ja
2897	VJ009204	1.00	ja
2898	VJ009205	1.00	ja
2899	VJ009206	1.00	ja
2900	VJ009207	1.00	ja
2901	VJ009209	1.00	ja
2903	RJ087177	1.00	ja
2904	RJ058528	1.00	ja
2905	RJ054616	1.00	ja
2906	RJ081412	1.00	ja
2907	RJ142794	1.00	ja
2908	VJ005275	1.00	ja
2909	VJ007860	1.00	ja
2910	RJ294175	1.00	ja
2912	RJ044694	1.00	ja
2913	VJ006392	1.00	ja
2914	VJ006176	1.00	ja
2919	VJ007523	1.00	en
2920	VJ009993	1.00	ja
2923	VJ004563	1.00	ja
2926	VJ003877	1.00	ja
2927	VJ005893	1.00	ja
2928	VJ005786	1.00	ja
2932	VJ009514	1.00	en
2935	VJ014326	1.00	ja
2939	VJ010792	1.00	ja
2940	VJ007083	1.00	ja
2941	VJ010258	1.00	ja
2942	VJ008777	1.00	ja
2943	VJ007014	1.00	ja
2945	VJ004247	1.00	ja
2946	VJ008886	1.00	ja
2947	VJ009504	1.00	ja
2948	VJ010110	1.00	ja
2949	VJ011347	1.00	ja
2950	VJ011682	1.00	ja
2951	VJ012442	1.00	ja
2952	RJ190754	1.00	ja
2955	VJ002605	0.76	ja
2956	VJ012441	1.00	ja
2957	VJ012922	1.00	ja
2959	VJ008290	1.00	ja
2960	VJ013461	1.00	ja
2961	VJ013432	1.00	ja
2962	VJ013462	1.00	ja
2967	RJ131252	1.00	ja
2969	VJ006031	1.00	ja
2973	VJ001640	1.00	ja
2976	RJ083771	1.00	ja
2978	VJ007826	1.00	ja
2980	VJ012022	1.00	ja
2981	VJ012767	1.00	ja
2988	VJ008785	1.00	ja
2995	VJ009065	1.00	ja
2997	VJ001643	1.00	ja
2998	VJ001642	1.00	ja
3001	VJ010623	1.00	ja
3002	VJ010617	1.00	ja
3004	VJ012553	1.00	ja
3006	VJ011783	0.75	ja
3007	VJ013585	1.00	ja
3008	VJ009413	1.00	ja
3010	VJ008829	1.00	ja
3011	VJ004949	0.91	ja
3012	VJ008302	1.00	ja
3014	VJ001641	1.00	ja
3016	VJ002448	1.00	ja
3017	VJ002447	1.00	alias
3018	VJ002142	0.92	ja
3019	VJ009615	1.00	ja
3022	VJ012654	1.00	alias
3025	VJ002278	1.00	ja
3027	RJ257172	1.00	ja
3028	VJ013905	1.00	ja
3030	VJ014801	1.00	en
3031	VJ014948	1.00	en
3033	RJ090148	1.00	ja
3036	VJ002141	1.00	ja
3037	VJ002452	1.00	ja
3039	VJ011906	1.00	ja
3043	VJ002529	1.00	ja
3044	VJ003485	1.00	ja
3046	VJ009513	1.00	ja
3047	VJ006634	1.00	alias
3048	RJ062756	1.00	ja
3051	RJ342715	1.00	ja
3052	RJ105834	1.00	en
3061	RJ01333591	1.00	ja
3065	RJ175431	1.00	ja
3068	VJ008606	1.00	ja
3075	VJ012389	1.00	alias
3080	VJ004666	1.00	ja
3081	VJ009538	1.00	ja
3083	VJ008538	1.00	ja
3087	RJ437725	1.00	ja
3088	VJ010399	1.00	ja
3089	VJ011404	1.00	ja
3090	VJ012229	1.00	ja
3091	VJ013032	1.00	ja
3094	RJ105046	1.00	ja
3095	VJ012409	1.00	ja
3097	VJ013424	1.00	ja
3098	VJ010740	1.00	ja
3100	VJ005894	1.00	ja
3101	RJ101066	1.00	ja
3102	VJ006426	1.00	en
3104	RJ255493	1.00	ja
3106	RJ01407125	0.94	ja
3108	VJ010529	1.00	ja
3111	RJ198131	1.00	ja
3112	VJ005942	0.67	en
3113	RJ050526	1.00	ja
3114	RJ352852	1.00	ja
3115	RJ322556	1.00	ja
3117	RJ01083748	1.00	ja
3119	RJ275677	1.00	ja
3120	VJ010842	1.00	ja
3122	VJ006972	1.00	en
3123	VJ006904	1.00	zh
3124	VJ004740	1.00	en
3126	VJ002304	1.00	ja
3129	RJ080542	1.00	ja
3130	VJ012440	1.00	ja
3131	VJ012084	1.00	ja
3132	RJ059538	1.00	ja
3133	RJ067296	1.00	ja
3134	RJ073220	1.00	ja
3136	VJ011763	1.00	ja
3137	VJ015296	1.00	ja
3139	VJ007414	0.97	alias
3140	RJ316614	1.00	ja
3144	VJ013237	1.00	ja
3145	VJ014013	1.00	ja
3146	RJ399957	1.00	ja
3147	VJ012037	1.00	ja
3149	VJ014711	1.00	ja
3150	VJ015297	1.00	ja
3152	VJ010328	1.00	ja
3154	VJ015102	1.00	ja
3155	VJ015145	1.00	ja
3156	VJ015234	1.00	ja
3157	VJ006014	1.00	en
3160	VJ011489	1.00	ja
3161	RJ01406642	1.00	ja
3168	RJ01052320	1.00	ja
3170	RJ01402588	1.00	ja
3171	VJ002783	1.00	en
3177	RJ01092432	1.00	ja
3179	VJ007600	1.00	ja
3181	VJ009629	1.00	ja
3182	VJ009262	1.00	ja
3183	VJ011539	1.00	ja
3184	VJ015624	1.00	ja
3187	VJ013642	1.00	en
3188	RJ198133	1.00	ja
3189	VJ005026	1.00	ja
3192	VJ008512	1.00	ja
3193	VJ013290	1.00	ja
3196	VJ007696	1.00	ja
3203	VJ009313	1.00	en
3204	VJ009614	1.00	ja
3205	VJ009374	1.00	ja
3206	VJ009432	1.00	en
3209	VJ008799	1.00	ja
3210	VJ008860	1.00	ja
3211	VJ008898	1.00	ja
3214	RJ277913	1.00	ja
3215	VJ015685	1.00	ja
3219	RJ082545	1.00	ja
3220	VJ012872	1.00	ja
3221	RJ048890	1.00	ja
3223	VJ004153	1.00	ja
3224	VJ012186	1.00	ja
3227	VJ015816	1.00	ja
3228	VJ003624	1.00	ja
3229	RJ178574	1.00	ja
3230	RJ165211	1.00	ja
3231	VJ007783	1.00	ja
3232	VJ007773	1.00	ja
3233	RJ061516	1.00	ja
3234	RJ117178	1.00	ja
3235	RJ141841	1.00	ja
3236	RJ022726	1.00	ja
3237	RJ168655	1.00	ja
3238	RJ190495	1.00	ja
3239	VJ002472	1.00	ja
3243	VJ004916	1.00	ja
3244	VJ004540	1.00	ja
3247	VJ005980	1.00	ja
3248	VJ012802	1.00	ja
3249	VJ004873	1.00	en
3251	VJ007299	1.00	ja
3254	VJ004262	1.00	ja
3256	RJ01296614	1.00	ja
3258	VJ007771	1.00	alias
3259	VJ005307	1.00	zh
3262	VJ001680	1.00	ja
3263	VJ001676	1.00	ja
3266	VJ003687	1.00	ja
3267	RJ221849	1.00	ja
3268	RJ01119288	1.00	ja
3269	RJ309761	1.00	ja
3270	RJ079747	1.00	ja
3271	RJ01016538	1.00	ja
3272	VJ007363	1.00	ja
3273	VJ010434	1.00	ja
3274	VJ004315	1.00	ja
3275	VJ003900	1.00	ja
3276	VJ003919	1.00	ja
3278	VJ006825	1.00	ja
3283	VJ010184	1.00	ja
3284	VJ009919	1.00	ja
3285	RJ01102278	1.00	ja
3288	VJ002428	1.00	ja
3289	VJ002790	1.00	ja
3290	VJ003815	1.00	ja
3291	VJ002672	1.00	ja
3301	VJ004516	1.00	ja
3305	VJ006915	1.00	ja
3306	VJ006916	1.00	ja
3307	VJ006950	0.84	ja
3308	VJ005529	1.00	ja
3309	VJ005061	1.00	ja
3310	VJ004933	1.00	ja
3311	VJ005018	1.00	ja
3314	VJ005226	1.00	ja
3315	RJ122353	1.00	ja
3316	VJ005191	1.00	ja
3317	RJ143790	1.00	ja
3322	VJ001514	1.00	ja
3330	VJ013898	1.00	ja
3334	RJ153032	1.00	ja
3335	RJ144838	1.00	ja
3337	RJ155521	1.00	ja
3338	RJ133765	1.00	ja
3339	RJ077791	1.00	ja
3340	RJ048404	1.00	ja
3342	VJ004335	1.00	ja
3346	RJ322557	1.00	ja
3357	VJ008382	1.00	ja
3359	VJ007573	1.00	ja
3364	RJ120993	1.00	ja
3366	VJ014777	1.00	ja
3370	VJ004825	1.00	ja
3371	VJ014680	1.00	en
3373	VJ007308	1.00	ja
3374	VJ008786	1.00	ja
3376	VJ011313	1.00	ja
3377	VJ002725	1.00	en
3378	VJ001657	1.00	ja
3380	VJ007324	1.00	alias
3381	VJ007776	1.00	ja
3382	VJ009444	1.00	ja
3383	RJ042353	1.00	ja
3386	VJ015019	1.00	ja
3390	VJ005210	1.00	ja
3391	VJ006941	1.00	en
3392	RJ01127013	1.00	ja
3393	VJ002881	1.00	en
3394	VJ008037	1.00	en
3395	VJ005991	1.00	ja
3401	VJ011680	0.76	ja
3404	VJ012941	1.00	ja
3405	VJ012942	1.00	ja
3407	VJ009870	1.00	ja
3408	VJ001896	1.00	ja
3409	VJ004907	1.00	ja
3410	RJ043916	1.00	ja
3411	VJ006050	1.00	ja
3412	RJ046144	1.00	ja
3413	RJ043117	1.00	ja
3414	VJ009042	1.00	ja
3415	VJ009530	1.00	ja
3418	RJ059877	1.00	ja
3419	VJ006544	1.00	ja
3420	VJ008965	1.00	ja
3421	VJ007471	1.00	zh
3423	VJ006717	1.00	zh
3424	VJ003531	1.00	zh
3425	VJ005004	0.86	zh
3426	VJ005250	0.75	en
3432	VJ007273	1.00	alias
3433	VJ003945	1.00	ja
3437	RJ280974	1.00	ja
3441	RJ01128163	1.00	ja
3442	RJ01071861	1.00	ja
3448	VJ011272	1.00	en
3449	VJ004284	1.00	en
3450	VJ005441	1.00	en
3454	VJ009120	1.00	en
3455	VJ011999	1.00	en
3456	VJ014641	1.00	en
3457	VJ003810	1.00	en
3458	VJ010652	1.00	en
3460	VJ012422	1.00	ja
3461	VJ012423	1.00	ja
3462	VJ011496	1.00	ja
3463	VJ011497	1.00	ja
3464	VJ013696	1.00	ja
3465	VJ015307	1.00	ja
3466	VJ013695	1.00	ja
3468	VJ012424	1.00	ja
3471	VJ015313	1.00	ja
3473	VJ013697	1.00	ja
3474	VJ015308	1.00	ja
3475	VJ015311	1.00	ja
3485	VJ013925	1.00	ja
3486	VJ010000	1.00	ja
3487	VJ007721	1.00	ja
3488	VJ010931	1.00	ja
3489	VJ011332	1.00	ja
3490	VJ008207	1.00	ja
3492	VJ006012	1.00	ja
3493	VJ007930	1.00	ja
3494	VJ010849	1.00	ja
3495	VJ013176	0.94	ja
3496	VJ015053	1.00	ja
3499	VJ005674	1.00	ja
3500	VJ009132	1.00	ja
3501	VJ010475	1.00	ja
3502	VJ010727	1.00	ja
3504	VJ014629	1.00	ja
3506	VJ008522	1.00	ja
3507	VJ011563	1.00	alias
3509	VJ011228	1.00	alias
3510	VJ012777	1.00	ja
3511	RJ132042	1.00	ja
3512	RJ378874	1.00	ja
3513	VJ008797	1.00	ja
3514	VJ013721	1.00	ja
3515	VJ013674	1.00	ja
3516	VJ013678	1.00	ja
3518	RJ076200	1.00	ja
3519	VJ007180	1.00	ja
3520	VJ008260	1.00	ja
3521	VJ009138	1.00	zh
3524	VJ012678	0.80	zh
3525	VJ012679	1.00	ja
3526	VJ011408	1.00	ja
3528	RJ159094	1.00	ja
3529	VJ004193	1.00	ja
3530	RJ036168	1.00	ja
3531	RJ01126272	1.00	ja
3532	RJ269227	1.00	ja
3535	VJ007556	1.00	ja
3538	VJ002792	1.00	ja
3539	VJ008823	1.00	ja
3541	VJ010225	1.00	ja
3542	VJ011886	1.00	ja
3544	RJ277837	1.00	ja
3545	RJ040560	1.00	ja
3546	VJ002536	1.00	ja
3547	VJ007752	1.00	ja
3548	RJ205076	1.00	ja
3550	VJ008231	1.00	ja
3552	VJ010456	1.00	ja
3553	VJ004223	1.00	ja
3554	VJ010882	1.00	ja
3555	VJ002860	1.00	ja
3556	VJ008024	1.00	ja
3558	VJ003780	1.00	ja
3559	VJ006553	1.00	ja
3560	VJ004230	1.00	ja
3561	VJ001456	1.00	ja
3562	RJ123125	1.00	ja
3563	VJ012178	1.00	ja
3564	VJ009152	1.00	ja
3565	VJ012259	1.00	ja
3566	RJ096409	1.00	ja
3570	VJ008696	1.00	ja
3571	VJ007774	1.00	ja
3575	VJ014688	1.00	alias
3577	VJ008424	1.00	ja
3578	VJ015513	1.00	ja
3581	RJ087829	1.00	ja
3589	VJ006864	1.00	ja
3590	VJ010846	1.00	ja
3591	VJ011369	1.00	ja
3592	VJ012644	1.00	ja
3593	VJ008519	1.00	ja
3596	VJ010560	1.00	ja
3597	RJ080981	1.00	ja
3598	VJ014081	1.00	ja
3599	VJ010838	1.00	en
3600	VJ010836	1.00	ja
3601	VJ014080	1.00	ja
3603	VJ010837	1.00	ja
3604	VJ010839	1.00	ja
3605	RJ156589	1.00	ja
3606	VJ004681	1.00	ja
3607	VJ013020	1.00	ja
3608	VJ007723	1.00	ja
3609	VJ009183	1.00	ja
3611	VJ004347	1.00	ja
3612	VJ004292	1.00	ja
3614	VJ006641	1.00	ja
3618	VJ011319	1.00	ja
3619	VJ009415	1.00	ja
3620	VJ010139	1.00	ja
3621	VJ013862	1.00	ja
3627	RJ308908	1.00	ja
3629	VJ009182	1.00	ja
3630	VJ007757	1.00	ja
3631	VJ015825	1.00	ja
3632	VJ006942	1.00	alias
3633	VJ006670	1.00	ja
3634	VJ006685	1.00	ja
3637	VJ002571	1.00	ja
3638	VJ015741	1.00	ja
3639	VJ014759	1.00	en
3644	VJ012955	1.00	alias
3645	RJ113804	1.00	ja
3646	VJ002457	0.60	ja
3647	VJ007846	1.00	ja
3648	VJ002458	1.00	ja
3649	VJ009307	1.00	ja
3650	VJ004742	0.67	ja
3651	VJ006195	1.00	ja
3652	VJ008044	1.00	ja
3653	VJ008036	1.00	ja
3654	RJ180707	1.00	ja
3656	VJ003832	1.00	ja
3659	VJ009150	1.00	ja
3661	VJ003500	1.00	ja
3662	VJ012302	1.00	ja
3663	VJ001348	1.00	ja
3664	VJ001337	1.00	ja
3665	VJ001334	1.00	ja
3666	VJ001344	1.00	ja
3667	VJ001329	1.00	ja
3668	VJ001342	1.00	ja
3669	VJ001277	1.00	ja
3670	VJ001330	1.00	ja
3671	VJ001331	1.00	ja
3672	VJ001887	1.00	ja
3673	VJ001340	0.71	ja
3674	VJ001347	1.00	ja
3675	VJ001336	1.00	ja
3676	VJ001338	1.00	ja
3677	VJ001341	1.00	ja
3678	VJ001332	1.00	ja
3679	VJ001333	1.00	ja
3681	VJ001346	1.00	ja
3683	VJ011518	1.00	ja
3685	VJ005801	1.00	ja
3687	RJ254337	1.00	ja
3693	RJ157436	1.00	ja
3694	RJ181356	1.00	ja
3696	VJ006718	1.00	ja
3697	RJ01034984	1.00	ja
3698	VJ007704	1.00	ja
3699	RJ01431478	1.00	ja
3700	VJ008084	1.00	ja
3702	VJ008590	1.00	ja
3703	VJ005303	1.00	ja
3704	VJ007364	1.00	ja
3705	VJ008128	1.00	ja
3706	VJ008592	1.00	ja
3707	VJ009681	1.00	ja
3708	VJ011517	1.00	ja
3709	VJ005667	1.00	ja
3710	VJ007761	1.00	ja
3711	VJ008130	1.00	ja
3712	VJ008593	1.00	ja
3713	VJ009420	1.00	ja
3714	VJ010889	1.00	ja
3716	RJ051483	1.00	ja
3717	RJ157313	1.00	ja
3719	RJ215450	1.00	ja
3720	RJ161603	1.00	ja
3721	RJ196159	1.00	ja
3722	RJ01118675	1.00	ja
3723	VJ008930	1.00	ja
3724	RJ087719	1.00	ja
3725	VJ006596	1.00	ja
3726	VJ013026	1.00	ja
3728	VJ003960	1.00	ja
3731	VJ008988	1.00	alias
3734	VJ003580	1.00	ja
3736	VJ001317	1.00	ja
3738	RJ228459	1.00	ja
3741	VJ007935	1.00	ja
3746	VJ001371	1.00	ja
3747	VJ002572	1.00	ja
3748	RJ01309519	1.00	ja
3753	VJ004902	1.00	ja
3758	VJ007352	1.00	en
3759	VJ012843	1.00	ja
3760	RJ040750	1.00	ja
3761	RJ174369	1.00	ja
3762	VJ006010	1.00	en
3765	RJ01052998	1.00	ja
3766	VJ007167	1.00	ja
3772	VJ001822	1.00	zh
3776	RJ172013	1.00	ja
3778	RJ084784	1.00	ja
3780	RJ01422252	1.00	ja
3783	RJ177880	1.00	ja
3784	RJ336042	1.00	ja
3785	RJ01053227	1.00	ja
3786	RJ133220	1.00	ja
3787	RJ251926	1.00	ja
3788	VJ010288	1.00	ja
3789	RJ155653	1.00	ja
3791	RJ01167674	1.00	ja
3793	VJ008626	1.00	en
3798	RJ245808	1.00	ja
3800	VJ004136	1.00	ja
3802	RJ157316	1.00	ja
3804	VJ004828	1.00	ja
3810	RJ318092	1.00	ja
3811	VJ005765	1.00	ja
3812	VJ011673	1.00	ja
3813	VJ011479	1.00	ja
3814	VJ012081	1.00	ja
3815	VJ012453	1.00	ja
3816	VJ010643	1.00	ja
3818	VJ012882	1.00	ja
3819	VJ013962	1.00	ja
3820	VJ007693	1.00	ja
3821	VJ008218	1.00	ja
3822	VJ007830	1.00	ja
3823	RJ266991	1.00	ja
3826	VJ011971	1.00	ja
3827	RJ141124	1.00	ja
3828	VJ011767	1.00	ja
3829	RJ01439351	1.00	ja
3831	VJ011368	1.00	ja
3839	VJ014947	1.00	ja
3840	VJ009757	1.00	ja
3841	VJ013333	1.00	ja
3850	VJ004652	1.00	ja
3851	VJ001959	1.00	ja
3852	VJ004718	1.00	ja
3853	VJ007434	1.00	ja
3854	VJ008187	1.00	ja
3855	RJ141819	1.00	ja
3860	RJ024106	1.00	ja
3861	RJ028360	1.00	ja
3862	RJ034368	1.00	ja
3866	VJ002336	0.91	ja
3868	VJ007282	1.00	ja
3869	VJ003739	1.00	ja
